num,Issue Id,Description,Assignee_Id,Assignee_email,Reporter_id,Reporter_email,Creation Date,Close Date,Estimated Time,Actual Time
95,81979510,(dateFrom parameter is required) error when view card transaction history at IOS,2856038.0,int_474,2856038,int_474,2021-03-31T08:16:33.979Z,2021-03-31T08:59:24.007Z,3600,1800.0
96,81979474,receiving confirmation of liquidation from Central bank on A check's batch,,NA,3596325,int_39,2021-03-31T08:15:54.753Z,,0,0.0
97,81979321,Fixes and Enhancements Branch - SEC,6367608.0,NA,6367608,NA,2021-03-31T08:13:43.024Z,,600,600.0
98,81978169,Adding Qatar files that were reflected on the UAT site,4902499.0,NA,4902499,NA,2021-03-31T07:57:40.071Z,,10800,0.0
99,81978104,needs to enhance the viewing of the user actions when we have more than 4 user actions,,NA,4873084,NA,2021-03-31T07:56:22.762Z,2021-04-04T13:19:49.078Z,0,0.0
100,81978088,QATAR RDC_PKG and param in OnUs module,4902499.0,NA,4902499,NA,2021-03-31T07:56:17.540Z,2021-04-07T05:59:23.464Z,10800,10800.0
101,81978008,"Reset Password page: When any validation error displays, the Token becomes invalid and (ORA-01403: no data found) displays.igated to login page",3891855.0,NA,3891855,NA,2021-03-31T07:54:42.771Z,2021-03-31T07:59:30.059Z,7200,7200.0
102,81977693,enhance to the caching mechnisem,2982388.0,NA,2982388,NA,2021-03-31T07:49:13.692Z,2021-03-31T13:40:54.129Z,18000,0.0
103,81977482,Use spring security instead of keycloak adapter,3016896.0,NA,3016896,NA,2021-03-31T07:45:28.993Z,2021-04-01T13:21:08.474Z,0,0.0
104,81977032,QATAR OnUs Module RDC Verify - Handling the Accept/Reject OTC Flow,4902499.0,NA,4902499,NA,2021-03-31T07:36:01.533Z,2021-04-07T05:59:32.502Z,10800,10800.0
105,81976910,QATAR RDC-Verify ECC account type issue fix on bank intg jar,4902499.0,NA,4902499,NA,2021-03-31T07:33:29.546Z,2021-04-07T05:59:42.961Z,10800,10800.0
106,81976872,QATAR RDC-Verify PDC account type issue fix on bank intg jar,4902499.0,NA,4902499,NA,2021-03-31T07:32:11.803Z,2021-04-07T05:59:48.566Z,10800,10800.0
107,81976068,receive an acknowledgment from Central for the rejected checks,,NA,3596325,int_39,2021-03-31T07:18:47.106Z,,14400,0.0
108,81998561,JV issue,5903443.0,NA,5903443,NA,2021-03-31T07:15:55.317Z,2021-03-31T13:40:53.656Z,3600,0.0
109,81975897,JV issue,5903443.0,NA,5903443,NA,2021-03-31T07:15:55.317Z,2021-03-31T11:07:50.684Z,0,0.0
110,81975894,JV issue,5903443.0,NA,5903443,NA,2021-03-31T07:15:51.035Z,2021-03-31T11:07:11.528Z,0,0.0
111,81975704,Parse check's information from (pacs003) that's received from Central bank for checks,,NA,3596325,int_39,2021-03-31T07:11:57.307Z,,28800,0.0
112,81975598,UI Build stage keep failing,3099497.0,int_97,3099497,int_97,2021-03-31T07:09:26.479Z,2021-04-04T07:24:33.510Z,10800,10800.0
113,81975587,JV issue,5903443.0,NA,5903443,NA,2021-03-31T07:09:07.266Z,2021-03-31T11:07:09.623Z,0,0.0
114,81975518,Users: (Teller ID) value is not displaying in users view section.,3891855.0,NA,4056794,NA,2021-03-31T07:07:43.952Z,2021-04-01T11:55:39.313Z,2400,1800.0
115,81975357,MT950 generated with wrong bics,2958010.0,int_239,2958010,int_239,2021-03-31T07:04:39.588Z,2021-03-31T07:22:15.052Z,0,0.0
116,81974952,"when a cheque's  presentment cycle  reaches the pram value, it doesn't stop unless the cheqsummary is enabled",3099424.0,int_421,8198022,NA,2021-03-31T06:55:11.869Z,,0,0.0
117,81974550,Add New extra date on request List Unpaid Bills,2991476.0,int_441,5089663,int_380,2021-03-31T06:46:12.741Z,,0,0.0
118,81974408,(Chequebook): auto-rejected chequebook scheduler should consider approvedAt flag for hours and mins,3220138.0,NA,3918459,int_257,2021-03-31T06:42:35.209Z,2021-04-01T07:48:52.395Z,1800,0.0
119,81974123,Add IAsvControlOptionsService Implementation,3612142.0,int_412,3612144,int_414,2021-03-31T06:35:07.603Z,2021-04-08T04:01:53.713Z,7200,0.0
120,81974078,Add IAdminOptionsService Implementation,3612142.0,int_412,3612144,int_414,2021-03-31T06:33:48.851Z,2021-04-08T04:02:03.063Z,7200,0.0
121,81974061,Google Cloud security,5100207.0,NA,5100207,NA,2021-03-31T06:33:18.236Z,2021-03-31T14:18:19.554Z,57600,39600.0
122,81974037,Add IAsvCustomVerificationRulesService Implementation,3612142.0,int_412,3612144,int_414,2021-03-31T06:32:46.976Z,2021-04-08T04:02:14.670Z,7200,0.0
123,81974025,use maven to build ojdbc for activemq,3232180.0,int_221,3232180,int_221,2021-03-31T06:32:14.881Z,2021-04-01T09:36:55.613Z,0,0.0
124,81974015,Add IRulesVerficationListService Implementation,3612142.0,int_412,3612144,int_414,2021-03-31T06:31:51.438Z,2021-04-08T04:02:25.556Z,7200,57600.0
125,81973627,Resolve conflicts,6367608.0,NA,3126895,NA,2021-03-31T06:24:11.465Z,2021-03-31T09:44:41.295Z,4200,2400.0
126,81972861,Change Loading Image,2997066.0,int_460,2997066,int_460,2021-03-31T06:09:18.398Z,2021-03-31T06:22:13.396Z,2700,2700.0
127,81999848,camt.009 appear with status Accept Settlement in process or Acknowledgment while we received camt.010  with processed status,6116686.0,NA,3993694,int_155,2021-03-31T06:04:20.090Z,2021-04-01T13:34:32.111Z,0,0.0
128,81972652,Reject Inward checks batch by Maker/checker,,NA,3596325,int_39,2021-03-31T06:03:27.271Z,,21600,0.0
129,81972582,Migrate sib-account-settings to IDM,,NA,3798456,NA,2021-03-31T06:02:08.100Z,,0,0.0
130,81972574,Migrate scanner-settings to Check Management,,NA,3798456,NA,2021-03-31T06:01:51.162Z,2021-03-31T11:30:00.381Z,0,0.0
131,81972568,"Migrate ps-micr-parser, scanner-settings to Check Management",,NA,3798456,NA,2021-03-31T06:01:32.676Z,2021-03-31T13:39:45.004Z,0,0.0
132,85091141,Migrate password-form to controls,3918565.0,NA,3798456,NA,2021-03-31T06:01:03.845Z,2021-04-13T12:26:55.312Z,28800,18000.0
133,85024005,Migrate password-form to IDM,3918565.0,NA,3798456,NA,2021-03-31T06:01:03.845Z,2021-04-13T07:08:01.673Z,0,0.0
134,81972557,Migrate password-form to IDM,,NA,3798456,NA,2021-03-31T06:01:03.845Z,2021-04-12T08:24:11.052Z,28800,0.0
135,81972530,move IDM components to controls,3918565.0,NA,3798456,NA,2021-03-31T06:00:43.208Z,2021-04-13T07:07:29.651Z,86400,86400.0
136,85167706,Migrate account-settings to controls,,NA,3798456,NA,2021-03-31T06:00:16.357Z,2021-04-14T10:32:11.557Z,14400,0.0
137,85024713,Migrate account-settings to IDM,3918565.0,NA,3798456,NA,2021-03-31T06:00:16.357Z,2021-04-14T10:08:27.749Z,14400,0.0
138,81972513,Migrate account-settings to IDM,,NA,3798456,NA,2021-03-31T06:00:16.357Z,2021-04-12T08:35:07.436Z,14400,0.0
139,81971900,Add DB parameters for SMTP Email Authentication over ssl,3472217.0,int_301,3472217,int_301,2021-03-31T05:39:21.208Z,2021-03-31T06:31:00.832Z,1200,0.0
140,81971356,add new scheduler job setting page,5779319.0,NA,2846116,int_248,2021-03-31T05:19:45.356Z,2021-04-05T07:22:09.547Z,0,0.0
141,82030932,PS-Security | Clear Cache function and session page not working with multiple replicas,5188872.0,int_320,3993694,int_155,2021-03-31T05:18:57.867Z,,0,0.0
142,81971312,Pushing ACK/NACK messages to bank's middle for all corridors,6118624.0,NA,3220112,int_348,2021-03-31T05:18:55.955Z,2021-04-06T07:38:26.734Z,28800,3600.0
143,81971181,Handling all inward messages sent from payhub core and forwarding them to bank's middle ware,6118624.0,NA,3220112,int_348,2021-03-31T05:12:52.675Z,2021-04-13T10:24:21.407Z,57600,57600.0
144,81970929,2103 Pluto Retrospective,,NA,3220112,int_348,2021-03-31T05:02:39.761Z,,0,0.0
145,81969893,"when the flag is 1, The checkbox is checked when I choose a rejected reason on the verify page and unchecked when choosing accepted on verify page",4122525.0,NA,7091953,NA,2021-03-31T04:17:15.719Z,2021-04-01T10:08:33.914Z,3600,0.0
146,81969572,An error pop up message is received when opening the rejected cheques,4122525.0,NA,7091953,NA,2021-03-31T04:07:21.748Z,2021-04-01T10:09:08.838Z,1800,1800.0
147,81966966,BUG: Deactivate User is not working,6156851.0,NA,3097752,int_2,2021-03-31T02:10:34.136Z,2021-03-31T05:01:20.305Z,0,0.0
148,81963310,Verifying: MaxPresCycle on an older version than the master,6367608.0,NA,6367608,NA,2021-03-30T23:52:31.820Z,2021-03-31T11:39:46.863Z,5400,0.0
149,81963302,Verifying all actions in the Arabic version,6367608.0,NA,6367608,NA,2021-03-30T23:51:27.632Z,2021-04-05T11:36:57.553Z,154800,0.0
150,81963283,Having the arabic option for sec sites is misleading when logging in,6367608.0,NA,6367608,NA,2021-03-30T23:50:05.094Z,,0,0.0
151,81960338,Verify: Audit logs enhancement #889,6367608.0,NA,6367608,NA,2021-03-30T21:47:59.376Z,2021-04-04T11:59:20.779Z,14400,14400.0
152,81949766,modify the GetCreditConfirmation to call R07IPSO4 (Update Credit Confirmation),5361480.0,NA,6116805,NA,2021-03-30T17:24:50.631Z,2021-03-31T09:05:33.152Z,0,10800.0
153,81942025,Post Push Service UI Enhancements,3192621.0,NA,6404834,NA,2021-03-30T15:42:52.194Z,2021-04-06T09:08:30.430Z,115200,57600.0
154,81939214,fix inward crt listing to handle r2p reference,5050988.0,int_490,5050988,int_490,2021-03-30T15:11:05.634Z,2021-03-31T05:20:16.580Z,0,0.0
155,81935288,ParseQr fails when there is newline character,2958010.0,int_239,2958010,int_239,2021-03-30T14:38:44.845Z,2021-03-31T05:51:57.424Z,0,0.0
156,81934891,Crt by QR: creditor information is empty,2958010.0,int_239,2958010,int_239,2021-03-30T14:34:44.566Z,2021-03-30T14:41:03.214Z,0,0.0
157,81934650,Add New Validations on Services,4082583.0,int_237,6404834,NA,2021-03-30T14:32:06.759Z,2021-04-14T07:07:32.753Z,86400,115200.0
158,81934036,BNP VA reports,2985217.0,int_471,2985217,int_471,2021-03-30T14:24:34.475Z,2021-03-30T14:26:03.465Z,28800,28800.0
159,81932591,Titles of the pages in the menu below need to be translated when the site is arabic,,NA,6367608,NA,2021-03-30T14:10:39.152Z,,0,0.0
160,81932069,Update Participant Management,4082583.0,int_237,6404834,NA,2021-03-30T14:04:21.717Z,2021-04-13T04:51:55.260Z,57600,86400.0
161,81932002,Debtor account in the connectIPS module must be a lookup instead of a free text field that contains list of registered account of corporate,3220115.0,int_298,3220112,int_348,2021-03-30T14:03:13.142Z,2021-04-12T05:22:32.759Z,0,43200.0
162,81931488,Update Contract Version,6118536.0,NA,6404834,NA,2021-03-30T13:55:59.769Z,2021-04-05T06:53:01.003Z,14400,10800.0
163,81931142,Transaction details retrieves the Sender/Receiver Description instead of name,3089579.0,NA,3099576,int_259,2021-03-30T13:52:16.985Z,2021-03-31T08:40:09.950Z,0,0.0
164,81931093,fix register rtp response,5361480.0,NA,6116805,NA,2021-03-30T13:51:51.770Z,2021-03-30T14:08:58.618Z,0,0.0
165,81931026,Update Contract,6118536.0,NA,6404834,NA,2021-03-30T13:50:57.645Z,2021-04-13T07:57:55.522Z,14400,10800.0
166,81930075,request header verification,4545525.0,int_464,4545525,int_464,2021-03-30T13:37:41.989Z,2021-03-30T14:01:59.119Z,0,0.0
167,81930025,Users : Remove (Retrieved LDAP users) button from edit users window.,3891855.0,NA,4056794,NA,2021-03-30T13:36:41.623Z,2021-04-01T11:58:15.845Z,1800,1200.0
168,81929186,"NBK /  Null pointer exception is happening when posting payments to the core via ""customer-credit"" API",3918610.0,NA,3220112,int_348,2021-03-30T13:23:18.581Z,2021-04-06T07:56:39.984Z,0,0.0
169,81928794,(ECC/Inward):V1.1.0 Workflow diagrams,3127285.0,NA,3127285,NA,2021-03-30T13:16:13.781Z,2021-03-31T11:05:04.040Z,86400,86400.0
170,81928700,Remove MongoDB,,NA,3032719,int_233,2021-03-30T13:14:31.101Z,2021-04-04T07:36:19.883Z,0,0.0
171,81928516,receive incoming checks batch,,NA,3596325,int_39,2021-03-30T13:12:13.478Z,,10800,0.0
172,81928413,delete repeated session id,6116669.0,NA,6116669,NA,2021-03-30T13:10:27.415Z,2021-04-04T11:01:50.300Z,7200,0.0
173,81927825,Add Controller Middleware,3612142.0,int_412,3612144,int_414,2021-03-30T13:00:02.532Z,2021-04-08T04:02:37.637Z,28800,0.0
174,81927749,fix: Cache issue,2982388.0,NA,6213472,NA,2021-03-30T12:59:20.536Z,2021-03-31T12:03:30.535Z,7200,0.0
175,81927134,update roles structure,,NA,3918565,NA,2021-03-30T12:51:57.783Z,2021-04-13T10:37:58.315Z,0,0.0
176,81926019,Users: LDAP users are not being retrieved and shown in users list.,3891855.0,NA,4056794,NA,2021-03-30T12:38:43.093Z,2021-04-01T11:53:00.621Z,3600,2700.0
177,81925615,implement 1050 Send Credit Information,5361480.0,NA,6116805,NA,2021-03-30T12:32:27.943Z,2021-04-18T07:58:43.692Z,0,0.0
178,81924027,Implement inward pacs.008 and pacs.004 failing strategy for testing purposes,5050988.0,int_490,5050988,int_490,2021-03-30T12:10:17.370Z,2021-03-30T13:31:41.527Z,0,0.0
179,81923622,Applications Control list - STC RFP,2984940.0,NA,2984940,NA,2021-03-30T12:05:14.066Z,2021-03-31T11:17:29.425Z,57600,55800.0
180,81921986,followup UAT issues and fixes (uat-on-going-task),3120776.0,NA,3120776,NA,2021-03-30T11:47:41.259Z,,144000,900.0
181,81921787,"When resending rejected cheques, they go to failed with a presentment service error message",,NA,6367608,NA,2021-03-30T11:45:16.024Z,,0,0.0
182,81921284,poc for jasper reports,3099895.0,NA,3891855,NA,2021-03-30T11:38:17.388Z,2021-03-31T13:45:21.009Z,28800,0.0
183,81920981,Auto logout is not work,5903443.0,NA,5903443,NA,2021-03-30T11:34:08.146Z,,0,0.0
184,81920949,Auto logout is not work,5903443.0,NA,5903443,NA,2021-03-30T11:33:29.640Z,,0,0.0
185,81920937,Use the JXLS library to create a report for the central transactions page,5210853.0,NA,5205722,NA,2021-03-30T11:33:19.031Z,,28800,57600.0
186,81920438,cach in cashout val keep cashed when customer is suspend,2982388.0,NA,5903443,NA,2021-03-30T11:25:52.966Z,2021-03-31T13:40:53.866Z,0,0.0
187,81919833,Add Alias regex for any update alias request,2982364.0,int_553,5903443,NA,2021-03-30T11:18:52.733Z,2021-04-01T08:33:33.412Z,18000,18000.0
188,81919639,"customer mobile , corporate service views are not set the all data successfully",5903443.0,NA,5903443,NA,2021-03-30T11:16:58.425Z,2021-03-31T10:27:48.075Z,7200,0.0
189,81919304,validate paltel bills,3844403.0,int_383,3844403,int_383,2021-03-30T11:12:32.835Z,2021-03-30T11:17:10.297Z,3600,2700.0
190,81918878,Payment Validation: Fix payment direction for ONUS payments and inward RTP,2958010.0,int_239,2958010,int_239,2021-03-30T11:06:41.769Z,2021-03-30T11:23:16.762Z,0,0.0
191,81917860,config manual payment mq in nbk,5205873.0,NA,5205873,NA,2021-03-30T10:50:34.326Z,2021-03-31T12:52:37.476Z,0,0.0
192,81916282,fix wrong user pass login message,3874701.0,int_122,3874701,int_122,2021-03-30T10:23:02.958Z,2021-03-30T10:29:59.914Z,0,0.0
193,81916275,manual payments posted to integration have to push any update on the  status to status update queue in order to be consumed by the integration service,3041349.0,int_294,2862200,int_28,2021-03-30T10:22:57.982Z,,0,0.0
194,81915020,KIB should pull messages from payhub-core (AML Screening) queue  and submit it to  AML scanning system (SIRON system) in the bank in order to update payment status in payment hub,,NA,2862200,int_28,2021-03-30T10:08:48.788Z,,0,0.0
195,81914900,Invalid QR text format proper handling,5050988.0,int_490,5050988,int_490,2021-03-30T10:06:33.545Z,2021-03-30T10:17:18.061Z,0,0.0
196,81914823,Refactor QR payment handling,3344832.0,NA,3344832,NA,2021-03-30T10:05:42.800Z,2021-03-30T16:02:13.368Z,0,0.0
197,81914217,"value of Bill Currency should be Not fixed as ""ILS"" when request List Unpaid Bills",2991476.0,int_441,5089663,int_380,2021-03-30T10:00:58.045Z,2021-03-30T11:27:27.223Z,0,0.0
198,81914119,KIB should pull Inward national and International messages from payhub core and submit it to the middle ware,5450858.0,NA,2862200,int_28,2021-03-30T10:00:18.662Z,,57600,0.0
199,81913536,Unpaid bills due amount data type,3487589.0,NA,3487589,NA,2021-03-30T09:52:53.480Z,2021-03-30T10:24:52.980Z,1800,1800.0
200,81913518,KIB should pull ack/nack from payhub core status update and submit it to the middle ware,5205873.0,NA,2862200,int_28,2021-03-30T09:52:36.227Z,,57600,0.0
201,81913312,Prevent Bank to update amount for inactive account rule,3220138.0,NA,5062463,int_469,2021-03-30T09:50:12.379Z,2021-04-01T10:08:26.583Z,3600,0.0
202,81912579,Add Integration test & Add JACCOCO,3390466.0,NA,5730554,NA,2021-03-30T09:41:49.575Z,2021-04-05T13:00:03.558Z,57600,57600.0
203,81912493,Fix sorting issue when retrieving cheques (Signed | Issued | Received),3220138.0,NA,5062463,int_469,2021-03-30T09:40:40.011Z,2021-04-05T10:06:17.535Z,3600,0.0
204,81911951,The p2p has to be rejected if i exceed the weekly limit,2982385.0,NA,2982345,int_510,2021-03-30T09:35:37.756Z,2021-04-05T05:13:57.488Z,0,900.0
205,81911562,Show Bank Logo And Name when signatory needs to change the logged in profile,3918559.0,int_448,5062463,int_469,2021-03-30T09:31:02.001Z,2021-04-08T07:58:43.999Z,14400,1800.0
206,81910038,Prevent user to add a received cheque in case the cheque didn't reached the fully signed status,3220138.0,NA,5062463,int_469,2021-03-30T09:16:22.141Z,2021-04-04T09:06:37.399Z,1800,0.0
207,81909264,feat: #139 Implement checks pagination,3918501.0,NA,7832270,NA,2021-03-30T09:08:20.158Z,2021-03-31T11:35:11.011Z,10800,9000.0
208,81908964,Instrument Code  text field accepts  letters instead of numbers which makes the system hangs,5223206.0,NA,8105748,NA,2021-03-30T09:05:24.550Z,2021-04-18T08:35:03.901Z,8400,7200.0
209,81908738,should be add validation on srvc Code when request save bills,2992179.0,NA,5089663,int_380,2021-03-30T09:03:46.958Z,2021-03-30T13:18:37.303Z,0,0.0
210,81908726,"Roles: On Edit Role window, make the first option auto-selected on Application list.",5205719.0,NA,4056794,NA,2021-03-30T09:03:38.973Z,2021-03-30T14:19:39.642Z,8100,7200.0
211,81907771,feat: #138 Implement k6 load testing for getting  all checks,3918501.0,NA,7832270,NA,2021-03-30T08:54:40.739Z,2021-03-31T11:29:29.280Z,3600,0.0
212,81906421,Refreshing the page will navigate the user dashboard page.,3918559.0,int_448,4056794,NA,2021-03-30T08:44:09.304Z,2021-04-13T10:49:34.633Z,7800,7200.0
213,81906257,Integration Test for InitCRT,4545525.0,int_464,4545525,int_464,2021-03-30T08:43:03.030Z,2021-04-05T11:28:25.495Z,0,23400.0
214,81905322,oman/inward return->no validations applied over the beneficiary account number that entered before submitting the return,6116686.0,NA,4873084,NA,2021-03-30T08:32:58.619Z,2021-04-04T08:06:32.730Z,0,0.0
215,81903866,fix liquibase file,3192621.0,NA,3192621,NA,2021-03-30T08:22:28.631Z,2021-03-30T09:06:59.149Z,0,0.0
216,81903466,oman/inward return->no decision logs saved for the new beneficiary account value after submitting and approve the transaction,6116686.0,NA,4873084,NA,2021-03-30T08:18:45.194Z,2021-04-13T08:00:23.858Z,0,0.0
217,81903423,db view poc,3874701.0,int_122,3874701,int_122,2021-03-30T08:18:32.127Z,2021-03-30T09:39:14.018Z,0,0.0
218,81901705,generate OTP for agent cashin,5185059.0,NA,5185059,NA,2021-03-30T08:00:31.411Z,,10800,10800.0
219,81901282,Narrative Field 2 on Batch Level,3126812.0,NA,3874959,int_344,2021-03-30T07:54:56.998Z,2021-03-30T10:03:40.557Z,3600,3600.0
220,81901275,update yml file,3126812.0,NA,3126812,NA,2021-03-30T07:54:52.559Z,2021-03-30T10:03:40.780Z,900,900.0
221,81900880,[JOCB-58]Image Service Search method,3126812.0,NA,3126812,NA,2021-03-30T07:50:49.581Z,,0,0.0
222,81900466,"(Outward/Customer Info): ""java.lang.NullPointerException"" error appears when CBS returned null values at BFD Customer Info response.",3127285.0,NA,3127285,NA,2021-03-30T07:45:51.497Z,2021-03-30T12:03:54.153Z,3600,1800.0
223,81900036,Fixes and Enhancements Branch - MAIN,6367608.0,NA,8105748,NA,2021-03-30T07:41:17.826Z,2021-04-01T11:44:25.427Z,600,0.0
224,81899905,Multi-factor authentication: Token Expiration message issues on (Login) & (Email).,3891855.0,NA,3891855,NA,2021-03-30T07:39:49.026Z,2021-03-30T07:44:10.070Z,60,60.0
225,81899298,"Cheques which are stuck on (BFD Communication Pending) status due to (MINIMUM DEBIT LIMIT EXCEEDED), are failing after reaching maximum retry count.",,NA,4056794,NA,2021-03-30T07:34:54.844Z,,0,0.0
226,81898629,Credit Confirmation: remove CBS integration,2958010.0,int_239,2958010,int_239,2021-03-30T07:27:21.735Z,2021-03-30T09:22:57.528Z,0,0.0
227,81898292,Multi-factor authentication: User doesn't get locked after reaching maximum authentication attempts.,3891855.0,NA,3891855,NA,2021-03-30T07:24:40.265Z,2021-03-30T10:58:38.673Z,14400,14400.0
228,81898241,Fix used ognl payment id for return payment.,3344832.0,NA,3344832,NA,2021-03-30T07:24:02.127Z,2021-03-30T08:46:26.806Z,0,3600.0
229,81897406,insert note 300 if not exist,4351853.0,int_219,4351853,int_219,2021-03-30T07:17:28.807Z,2021-03-30T07:28:27.702Z,1800,1800.0
230,81897243,CU Note needs centering in Center Credit pages and Current account page (8 pages),,NA,6367608,NA,2021-03-30T07:15:21.479Z,,0,0.0
231,81896788,update to latest core version,2957997.0,int_240,2957997,int_240,2021-03-30T07:09:45.612Z,2021-03-30T07:47:23.663Z,1800,0.0
232,81895277,feat: #137 Implement k6 load testing for transitions,3918501.0,NA,7832270,NA,2021-03-30T06:56:41.906Z,2021-03-31T13:39:57.741Z,2400,0.0
233,81894899,feat: #136 Implement k6 load testing for check audits with pagination,3918501.0,NA,7832270,NA,2021-03-30T06:52:21.052Z,2021-04-05T12:10:46.314Z,5400,0.0
234,81894707,feat: # 135 Implement k6 load testing get one check,6117624.0,NA,7832270,NA,2021-03-30T06:50:23.504Z,2021-03-31T11:31:59.807Z,3600,0.0
235,81894678,Add two new items to the policy  (idle days and delete days).,5205719.0,NA,5205719,NA,2021-03-30T06:50:14.320Z,2021-03-31T10:12:28.868Z,10800,10800.0
236,81894204,feat: #134 Implement k6 load testing for deleting check,6117624.0,NA,7832270,NA,2021-03-30T06:43:03.782Z,2021-03-31T11:25:45.363Z,3600,0.0
237,81894173,feat: #133 Implement k6 load testing for get check images,3918501.0,NA,7832270,NA,2021-03-30T06:42:34.176Z,2021-03-31T11:31:43.530Z,3600,0.0
238,81894114,Delete repeted session id column,5903443.0,NA,5903443,NA,2021-03-30T06:42:04.943Z,2021-03-30T14:24:39.258Z,0,0.0
239,81893601,Rejected inward payments are not shown in the DB view,5188872.0,int_320,3220112,int_348,2021-03-30T06:33:09.985Z,2021-03-30T09:39:42.276Z,18000,18000.0
240,81892916,Receiving confirmation of liquidation on a cheques batch from ACH,,NA,3596325,int_39,2021-03-30T06:23:23.380Z,,14400,0.0
241,81892734,oman/inward return->invalid user action appears when the transaction submitted  with manual CBS posting,6116686.0,NA,4873084,NA,2021-03-30T06:20:20.732Z,2021-03-31T13:09:59.720Z,0,0.0
242,81891176,POC for Encrypting images using (AES) on Central Bank.,3087443.0,NA,4056794,NA,2021-03-30T05:52:07.380Z,,0,0.0
243,81890934,Change Email template,3472217.0,int_301,5446412,int_158,2021-03-30T05:42:28.953Z,,3600,3600.0
244,81890827,"user can login to sec while  his ""admin"" transaction is not yet approved",3087517.0,int_356,3891855,NA,2021-03-30T05:39:05.859Z,2021-03-30T10:58:38.632Z,9000,0.0
245,81890817,Receiving Rejection payment confirmation on a cheques batch from ACH,,NA,3596325,int_39,2021-03-30T05:38:39.724Z,,14400,0.0
246,81889911,Migrate from rabbitmq to artemis for payments service,4189004.0,NA,4432374,NA,2021-03-30T05:06:11.096Z,,0,0.0
247,81889339,Support dialog design,3487589.0,NA,3487589,NA,2021-03-30T04:52:46.407Z,2021-03-30T05:59:18.327Z,1800,1800.0
248,81888107,Canon CR120 stops scanning and IE crashes randomly while scanning batch of cheques,3612141.0,int_416,3612141,int_416,2021-03-30T04:32:39.290Z,,0,52200.0
249,81887410,Add controller advice to return ViolationResponse on 400,6520561.0,NA,3940585,NA,2021-03-30T04:09:00.384Z,2021-03-31T13:59:20.885Z,28800,21600.0
250,81887033,Add code coverage check tool (jacoco),5758125.0,NA,3940585,NA,2021-03-30T03:49:44.611Z,2021-03-30T09:26:32.690Z,14400,10800.0
251,81886953,Add sample validation using drools for outward payment,5550506.0,NA,3940585,NA,2021-03-30T03:44:53.618Z,2021-03-31T13:58:20.543Z,28800,28800.0
252,81875360,Update the central-batch listener to invoke the AML service asynchronously,5210853.0,NA,3026807,NA,2021-03-29T20:39:10.185Z,,28800,144000.0
253,81871302,fix inward return validation request,5361480.0,NA,6116805,NA,2021-03-29T19:37:13.639Z,2021-03-30T07:17:30.233Z,0,0.0
254,81862135,add group/user name when getting their roles list,3097752.0,int_2,6156851,NA,2021-03-29T16:33:14.060Z,2021-04-04T05:12:38.209Z,0,0.0
255,81861285,handle invalid QR in parse,5050988.0,int_490,5050988,int_490,2021-03-29T16:18:28.526Z,2021-03-29T16:30:19.195Z,0,0.0
256,81858942,add beneficiary type and relation to lien.,5050988.0,int_490,5050988,int_490,2021-03-29T15:39:17.241Z,2021-03-29T16:54:06.892Z,0,0.0
257,81858775,needs to implement a new API to get generated message XML info,3918610.0,NA,4873084,NA,2021-03-29T15:37:54.136Z,2021-03-31T13:12:54.505Z,0,0.0
258,81857016,Send a reply status update to EPMS,,NA,3074484,int_127,2021-03-29T15:16:39.899Z,,0,0.0
259,81856728,Once the EPMS batch is approved from QA then another integration point to EPMS is triggered,,NA,3074484,int_127,2021-03-29T15:13:03.834Z,,0,0.0
260,81852652,fix create account on registration inward,6116619.0,NA,6116619,NA,2021-03-29T14:13:06.535Z,2021-03-30T11:32:16.947Z,14400,14400.0
261,81852364,QR service URL,4351853.0,int_219,2982344,int_20,2021-03-29T14:09:18.546Z,,57600,39600.0
262,81851933,STC policy revision,2985217.0,int_471,2985217,int_471,2021-03-29T14:03:34.837Z,2021-03-29T14:04:17.582Z,14400,12600.0
263,81851329,Validate unpaid bills,3487589.0,NA,5089663,int_380,2021-03-29T13:55:41.915Z,2021-04-06T04:42:28.178Z,7200,7200.0
264,81851316,XCHANGE_CLUSTER_PKG Package,,NA,3181844,int_145,2021-03-29T13:55:32.996Z,,0,0.0
265,81851275,validate unpaid bills,3844403.0,int_383,5089663,int_380,2021-03-29T13:54:52.548Z,2021-04-07T13:23:12.949Z,7200,5400.0
266,81851076,Multi-factor authentication: Token Expiration message issues on (Login) & (Email).,3891855.0,NA,4056794,NA,2021-03-29T13:51:56.529Z,2021-03-30T11:56:21.842Z,3600,2700.0
267,81850657,Report issue,3072580.0,NA,5903443,NA,2021-03-29T13:47:30.660Z,2021-03-31T14:06:04.441Z,10800,0.0
268,81850466,"appeared  error ""invalid credentials"" error when request unpaidBillsCount after request chkinfo with response ""sign is expired""",3844403.0,int_383,5089663,int_380,2021-03-29T13:45:19.720Z,2021-04-12T08:59:47.112Z,1800,2100.0
269,81850385,Biller should appear as a title on success screen,3487589.0,NA,3487589,NA,2021-03-29T13:44:14.835Z,2021-03-29T13:50:31.951Z,1800,1800.0
270,81850367,UAE RDC-Verify PDC account type issue fix on bank intg jar,4902499.0,NA,4902499,NA,2021-03-29T13:43:53.793Z,2021-04-04T05:26:18.384Z,14400,14400.0
